country,category,item
Wake Island,Medical supplies,Insulin
Wake Island,Medical supplies,Inhalers
Wake Island,Medical supplies,Epinephrine auto-injectors (EpiPens)
Wake Island,Medical supplies,Medical alert bracelet or necklace
Wake Island,Over-the-counter medicines,Antacid
Wake Island,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Wake Island,Over-the-counter medicines,Antihistamine
Wake Island,Over-the-counter medicines,Motion sickness medicine
Wake Island,Over-the-counter medicines,Cough drops
Wake Island,Over-the-counter medicines,Cough suppression/expectorant
Wake Island,Over-the-counter medicines,Decongestant
Wake Island,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Wake Island,Over-the-counter medicines,Mild laxative
Wake Island,Over-the-counter medicines,Mild sedative or other sleep aid
Wake Island,Over-the-counter medicines,Saline nose spray
Wake Island,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Wake Island,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Wake Island,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Wake Island,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Wake Island,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Wake Island,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Wake Island,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Wake Island,Supplies to prevent illness or injury,Earplugs
Wake Island,Supplies to prevent illness or injury,Latex condoms
Wake Island,First-aid kit,1% hydrocortisone cream
Wake Island,First-aid kit,Antifungal ointments
Wake Island,First-aid kit,Antibacterial ointments
Wake Island,First-aid kit,Antiseptic wound cleanser
Wake Island,First-aid kit,Aloe gel For sunburns
Wake Island,First-aid kit,Insect bite treatment Anti-itch gel or cream
Wake Island,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Wake Island,First-aid kit,Moleskin or molefoam for blisters
Wake Island,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Wake Island,First-aid kit,Disposable gloves
Wake Island,First-aid kit,Digital thermometer
Wake Island,First-aid kit,Scissors and safety pins
Wake Island,First-aid kit,Cotton swabs (Q-Tips)
Wake Island,First-aid kit,Tweezers
Wake Island,First-aid kit,Eye drops
Wake Island,First-aid kit,Oral rehydration salts
Wake Island,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Wake Island,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Wake Island,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Wake Island,Documents,Family member or close contact remaining in the United States
Wake Island,Documents,Health care provider(s) at home
Wake Island,Documents,Lodging at your destination
Wake Island,Documents,Hospitals or clinics (including emergency services) in your destination
Wake Island,Documents,US embassy or consulate in the destination country or countries
Yemen,Prescription medicines,Your prescriptions
Yemen,Prescription medicines,Travelers' diarrhea antibiotic
Yemen,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Yemen,Prescription medicines,Altitude sickness medicine
Yemen,Prescription medicines,Medicine to prevent malaria
Yemen,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Yemen,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Yemen,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Yemen,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Yemen,Medical supplies,Diabetes testing supplies
Yemen,Medical supplies,Insulin
Yemen,Medical supplies,Inhalers
Yemen,Medical supplies,Epinephrine auto-injectors (EpiPens)
Yemen,Medical supplies,Medical alert bracelet or necklace
Yemen,Over-the-counter medicines,Antacid
Yemen,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Yemen,Over-the-counter medicines,Antihistamine
Yemen,Over-the-counter medicines,Motion sickness medicine
Yemen,Over-the-counter medicines,Cough drops
Yemen,Over-the-counter medicines,Cough suppression/expectorant
Yemen,Over-the-counter medicines,Decongestant
Yemen,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Yemen,Over-the-counter medicines,Mild laxative
Yemen,Over-the-counter medicines,Mild sedative or other sleep aid
Yemen,Over-the-counter medicines,Saline nose spray
Yemen,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Yemen,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Yemen,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Yemen,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Yemen,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Yemen,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Yemen,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Yemen,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Yemen,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Yemen,Supplies to prevent illness or injury,Earplugs
Yemen,Supplies to prevent illness or injury,Latex condoms
Yemen,First-aid kit,1% hydrocortisone cream
Yemen,First-aid kit,Antifungal ointments
Yemen,First-aid kit,Antibacterial ointments
Yemen,First-aid kit,Antiseptic wound cleanser
Yemen,First-aid kit,Aloe gel For sunburns
Yemen,First-aid kit,Insect bite treatment Anti-itch gel or cream
Yemen,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Yemen,First-aid kit,Moleskin or molefoam for blisters
Yemen,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Yemen,First-aid kit,Disposable gloves
Yemen,First-aid kit,Digital thermometer
Yemen,First-aid kit,Scissors and safety pins
Yemen,First-aid kit,Cotton swabs (Q-Tips)
Yemen,First-aid kit,Tweezers
Yemen,First-aid kit,Eye drops
Yemen,First-aid kit,Oral rehydration salts
Yemen,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Yemen,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Yemen,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Yemen,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Yemen,Documents,Family member or close contact remaining in the United States
Yemen,Documents,Health care provider(s) at home
Yemen,Documents,Lodging at your destination
Yemen,Documents,Hospitals or clinics (including emergency services) in your destination
Yemen,Documents,US embassy or consulate in the destination country or countries
Zambia,Prescription medicines,Your prescriptions
Zambia,Prescription medicines,Travelers' diarrhea antibiotic
Zambia,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Zambia,Prescription medicines,Altitude sickness medicine
Zambia,Prescription medicines,Medicine to prevent malaria
Zambia,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Zambia,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Zambia,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Zambia,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Zambia,Medical supplies,Diabetes testing supplies
Zambia,Medical supplies,Insulin
Zambia,Medical supplies,Inhalers
Zambia,Medical supplies,Epinephrine auto-injectors (EpiPens)
Zambia,Medical supplies,Medical alert bracelet or necklace
Zambia,Over-the-counter medicines,Antacid
Zambia,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Zambia,Over-the-counter medicines,Antihistamine
Zambia,Over-the-counter medicines,Motion sickness medicine
Zambia,Over-the-counter medicines,Cough drops
Zambia,Over-the-counter medicines,Cough suppression/expectorant
Zambia,Over-the-counter medicines,Decongestant
Zambia,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Zambia,Over-the-counter medicines,Mild laxative
Zambia,Over-the-counter medicines,Mild sedative or other sleep aid
Zambia,Over-the-counter medicines,Saline nose spray
Zambia,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Zambia,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Zambia,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Zambia,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Zambia,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
